price,view,sqft_living,sqft_lot,bedrooms,bathrooms
450000.0,NONE,1610,6160,1,6
269000.0,NONE,1610,8401,3,2
875000.0,NONE,1160,10732,2,2
890000.0,NONE,2870,8393,3,7
565000.0,NONE,2280,9725,3,8
448175.0,NONE,1370,1339,1,6
680000.0,NONE,2970,6500,4,10
629000.0,EXCELLENT,1460,12367,2,5
494000.0,NONE,1570,1486,2,12
1100000.0,NONE,2880,5500,3,10
450000.0,NONE,1900,9460,4,8
330000.0,NONE,2020,11050,2,5
960000.0,GOOD,3110,11397,3,8
360000.0,NONE,2390,7056,3,8
378000.0,NONE,2150,11672,2,8
450000.0,NONE,1990,12866,2,8
523500.0,NONE,1600,5969,1,6
600000.0,NONE,2680,43995,2,8
290000.0,NONE,2080,4828,2,8
176000.0,NONE,1340,5434,2,11
885000.0,NONE,2590,3750,2,6
483000.0,NONE,1240,3000,1,5
240000.0,NONE,1310,7125,2,2
720000.0,FAIR,2530,5200,3,7
311000.0,NONE,1780,5822,3,8
332500.0,NONE,1600,7995,2,6
164950.0,NONE,1570,15330,2,5
371000.0,NONE,1570,15330,2,5
264500.0,NONE,1650,16200,2,5
503000.0,AVERAGE,870,4280,1,2
738000.0,NONE,2830,5010,3,8
393000.0,NONE,980,3350,1,2
280000.0,NONE,990,45528,1,2
260000.0,AVERAGE,2360,9647,3,8
505000.0,AVERAGE,1000,4640,1,2
241000.0,NONE,1660,8000,2,4
530000.0,NONE,1520,9605,2,5
713000.0,AVERAGE,1180,4000,0,2
487000.0,NONE,1770,10125,2,5
128000.0,NONE,980,5393,1,2
210500.0,NONE,1840,10178,2,2
420000.0,NONE,1810,7210,2,8
679000.0,NONE,1780,4320,2,8
784950.0,NONE,2840,4227,3,9
352000.0,NONE,2650,6366,3,8
386000.0,NONE,1270,1318,2,4
335000.0,NONE,1260,17000,2,5
472500.0,NONE,1750,15500,2,6
599950.0,NONE,2680,13292,4,7
963990.0,NONE,3830,6765,3,11
735000.0,AVERAGE,1610,3600,2,6
858450.0,NONE,3840,9751,2,15
665000.0,NONE,2670,4000,4,9
290000.0,NONE,2000,7414,2,8
250000.0,NONE,860,4320,1,2
192500.0,NONE,1420,7205,2,5
350000.0,AVERAGE,2060,13400,3,6
518000.0,NONE,2790,9910,3,8
563000.0,NONE,1410,3376,3,2
375000.0,NONE,2420,9566,3,10
400000.0,NONE,1460,1319,2,8
240000.0,NONE,2460,16000,4,5
317500.0,NONE,1000,5120,1,2
234000.0,NONE,1240,239144,2,2
645000.0,NONE,1740,13750,2,8
649000.0,NONE,1280,4840,1,2
605000.0,NONE,2520,3980,3,8
337900.0,NONE,1500,1471,2,12
535000.0,NONE,2490,3600,2,9
325000.0,NONE,1530,5684,3,2
429950.0,NONE,1740,10875,3,7
775000.0,NONE,3550,32807,2,8
650000.0,NONE,1280,6000,1,2
275000.0,NONE,1140,10404,1,2
575000.0,NONE,3930,16970,3,12
540000.0,NONE,2370,16455,2,8
640000.0,NONE,2340,4206,2,5
275000.0,NONE,1240,9125,2,4
672800.0,NONE,2740,10533,3,8
495000.0,NONE,1940,9144,3,7
820000.0,NONE,2950,35108,2,8
475000.0,NONE,1980,11443,3,9
380000.0,NONE,1160,9375,2,2
397500.0,NONE,2130,8225,2,6
352000.0,AVERAGE,2420,8560,4,8
893880.0,NONE,2820,8600,5,8
635000.0,NONE,3710,34200,4,11
420000.0,NONE,1770,8165,2,7
503000.0,NONE,1260,2500,2,6
689000.0,AVERAGE,2330,10143,1,5
749500.0,NONE,2490,3840,3,9
1150000.0,NONE,4090,49542,5,13
563500.0,NONE,2800,12831,3,8
480000.0,NONE,2440,9664,3,10
374950.0,FAIR,2540,8800,3,10
308950.0,NONE,1600,6250,2,8
445000.0,NONE,2680,16934,3,9
237200.0,NONE,1220,9000,2,4
453500.0,NONE,1550,7270,2,5
616500.0,NONE,2080,4549,2,6
396000.0,NONE,630,5150,0,2
210000.0,NONE,1070,8179,2,2
539000.0,NONE,1900,5175,1,5
605000.0,NONE,2960,18600,2,8
437500.0,NONE,1490,4800,2,6
215000.0,NONE,1500,15000,2,4
440000.0,NONE,2410,4780,3,8
525000.0,NONE,2000,22500,2,2
319900.0,NONE,1140,20383,2,4
335000.0,NONE,1120,9075,2,2
485000.0,NONE,2900,35273,2,7
359999.0,NONE,3220,7700,3,7
799000.0,GOOD,2500,19783,4,9
280000.0,NONE,1610,10454,2,7
1050000.0,NONE,2250,3433,3,9
290000.0,NONE,1240,4800,0,6
235000.0,NONE,1660,2748,1,7
495000.0,NONE,2080,3000,2,5
290000.0,NONE,1880,7488,2,7
230000.0,NONE,1050,9516,3,4
234000.0,NONE,1480,8475,2,5
597400.0,NONE,2420,4500,3,8
370000.0,NONE,2190,17600,3,8
755000.0,NONE,2660,10452,3,8
342000.0,NONE,2430,5715,2,8
497000.0,NONE,770,3325,1,2
835000.0,NONE,3060,30166,2,2
730000.0,NONE,2920,4500,3,9
655000.0,NONE,1370,5250,2,2
205000.0,NONE,1870,3118,2,8
632750.0,NONE,1800,4800,3,6
330000.0,NONE,2100,7715,4,10
527500.0,NONE,2530,8250,4,7
716500.0,NONE,3290,6465,3,8
388500.0,NONE,1890,5395,3,8
530000.0,NONE,1680,7770,2,5
419000.0,NONE,2170,4517,2,8
385000.0,NONE,1200,7360,2,5
655000.0,NONE,2990,5669,3,8
279000.0,NONE,1020,47044,1,2
262000.0,NONE,1700,9579,2,4
533000.0,NONE,1550,4750,3,2
640000.0,AVERAGE,1680,8100,2,5
285000.0,NONE,1680,35127,2,7
458400.0,NONE,1910,10300,3,8
620000.0,NONE,3160,10587,4,11
465000.0,NONE,2020,11358,2,4
690000.0,NONE,3210,7054,3,13
462500.0,NONE,2350,51400,2,7
369950.0,NONE,1910,10221,3,8
124500.0,NONE,840,6480,1,2
950000.0,NONE,2620,10920,3,7
418000.0,NONE,1220,10580,3,4
160000.0,NONE,1060,8000,2,2
457000.0,NONE,2200,10800,3,8
530000.0,NONE,2120,7680,1,5
385000.0,NONE,1250,7300,2,2
491000.0,NONE,1440,7800,2,5
521000.0,NONE,1890,8034,3,7
255000.0,NONE,1140,8528,2,2
292050.0,NONE,2840,7199,4,10
326000.0,NONE,1880,7200,5,10
300000.0,NONE,750,5120,1,2
291600.0,NONE,1630,7480,2,5
435000.0,NONE,1720,12551,4,4
465000.0,NONE,1600,1311,2,8
200000.0,NONE,1230,7420,2,7
238000.0,AVERAGE,1610,6132,2,4
455000.0,NONE,1320,7000,3,8
230000.0,NONE,2180,7220,5,10
808000.0,NONE,2190,4104,3,7
578500.0,NONE,1490,5700,2,2
390000.0,NONE,1463,868,2,6
517500.0,NONE,1800,3933,2,8
755000.0,NONE,2880,4000,3,9
579500.0,NONE,1250,4120,2,5
649950.0,NONE,1670,1350,2,9
228000.0,NONE,2000,6120,3,5
689000.0,NONE,2110,6069,3,8
560000.0,NONE,2520,11240,3,8
529000.0,NONE,1590,6420,2,2
375000.0,NONE,2100,14858,4,8
325000.0,NONE,2090,9240,3,9
583000.0,AVERAGE,3390,10519,3,8
330000.0,NONE,790,9784,1,2
262000.0,NONE,1970,8727,2,8
555000.0,NONE,2870,6776,3,8
585000.0,NONE,1110,6000,1,2
425590.0,GOOD,1940,3088,2,9
235000.0,NONE,720,4840,1,2
362362.0,NONE,710,4000,1,2
252000.0,NONE,1370,7500,2,6
439000.0,NONE,2690,9551,3,8
465000.0,NONE,3360,10810,3,7
249900.0,NONE,1500,7854,3,6
665000.0,NONE,2600,5000,1,8
370000.0,NONE,1160,8774,2,5
620000.0,NONE,1430,3000,1,2
375000.0,NONE,1870,7671,2,2
552625.0,NONE,2560,9390,3,6
315500.0,NONE,1160,10500,2,2
620000.0,NONE,1680,8187,1,5
510000.0,NONE,2010,9075,3,8
652500.0,NONE,2540,38677,3,8
574000.0,NONE,3240,22795,3,8
430000.0,NONE,2670,12806,2,8
390000.0,NONE,1080,7236,2,6
466500.0,NONE,1430,3840,2,2
315000.0,NONE,1290,2436,1,7
220000.0,NONE,1240,9600,3,4
325000.0,NONE,1840,17286,2,5
365000.0,NONE,1120,8443,2,2
356000.0,NONE,2100,12384,2,12
380000.0,NONE,2030,12518,3,5
579000.0,NONE,2030,8764,3,7
682000.0,NONE,890,5000,1,2
499000.0,NONE,1750,12325,2,5
333760.0,NONE,1300,5880,2,2
745000.0,NONE,2650,18903,3,8
380000.0,NONE,1750,10870,2,5
435000.0,AVERAGE,1440,1350,2,10
520000.0,NONE,1700,3264,2,9
965000.0,NONE,3920,41206,3,8
270000.0,NONE,1470,16728,2,7
1100000.0,NONE,2520,4643,4,9
577500.0,NONE,2140,13286,2,5
650000.0,NONE,1550,5000,2,5
475000.0,NONE,1440,3720,1,6
200000.0,NONE,1150,10132,2,2
397000.0,NONE,2320,11717,3,8
383610.0,NONE,1230,8450,2,6
275000.0,NONE,2060,5742,3,8
840000.0,NONE,2783,11177,2,6
365000.0,NONE,2140,7350,3,8
362000.0,NONE,1420,955,2,9
350000.0,NONE,2090,6258,2,5
200000.0,NONE,1320,13052,1,5
299000.0,NONE,2300,8100,3,8
555000.0,NONE,3050,82764,3,4
896000.0,GOOD,2520,16100,4,9
550000.0,NONE,1740,7290,1,5
324500.0,NONE,1300,6617,1,2
312500.0,NONE,1170,7350,2,2
485000.0,FAIR,1946,17786,3,11
511000.0,NONE,1250,5413,1,2
139500.0,NONE,1230,1561,1,4
464000.0,NONE,2180,7203,3,8
255000.0,NONE,1740,8800,2,5
679975.0,NONE,3830,4644,3,8
624800.0,NONE,2250,14274,2,6
920000.0,NONE,2590,223027,2,9
510000.0,NONE,2400,10275,2,4
289659.0,NONE,2260,7200,3,7
585000.0,NONE,2910,6250,3,8
555000.0,NONE,3640,6930,4,10
940000.0,AVERAGE,3770,24897,3,9
460000.0,NONE,1600,7350,2,6
319000.0,NONE,2110,7434,2,8
280000.0,NONE,1720,1916,2,8
250000.0,NONE,1100,7470,2,2
749950.0,NONE,2620,8312,3,8
458000.0,NONE,3090,23265,4,8
465000.0,NONE,1890,4808,2,8
580000.0,NONE,1850,2797,2,5
700000.0,NONE,3100,36562,3,8
350000.0,NONE,2506,7206,3,8
456000.0,NONE,1700,7689,3,2
290000.0,NONE,1550,18958,2,6
475000.0,NONE,2200,16288,3,9
285000.0,NONE,1890,3629,2,8
309000.0,NONE,1140,6400,2,2
860000.0,NONE,3740,32417,3,6
219000.0,NONE,1940,6500,2,7
546500.0,NONE,2130,7199,2,8
338000.0,NONE,1470,5566,1,2
505000.0,NONE,1070,8130,1,2
340000.0,NONE,1680,15084,3,5
678000.0,NONE,2730,10675,2,7
800000.0,NONE,1890,10292,2,5
112000.0,NONE,1080,3230,0,2
252000.0,NONE,1440,16819,2,5
335000.0,NONE,2540,7210,3,9
610000.0,NONE,2300,13418,2,6
245000.0,NONE,1690,6790,2,6
493500.0,NONE,1800,16026,2,5
596500.0,NONE,1770,8505,3,7
245000.0,NONE,1190,4072,2,6
333500.0,NONE,1320,7200,2,5
373000.0,NONE,1290,8974,2,2
759900.0,NONE,3000,5639,3,8
317000.0,NONE,1358,1204,2,7
670000.0,NONE,1220,4080,2,4
985000.0,EXCELLENT,2720,26761,1,8
310000.0,NONE,1060,6954,2,4
750000.0,NONE,3020,13122,3,8
408000.0,NONE,1640,3440,2,6
900000.0,NONE,3870,8225,4,13
460000.0,NONE,2860,15054,3,7
339000.0,NONE,1740,6000,3,8
660000.0,NONE,1140,6000,2,6
449950.0,NONE,3290,10783,3,10
235000.0,NONE,1210,6000,2,2
769000.0,AVERAGE,3320,13138,4,7
428000.0,NONE,1350,3900,1,6
445000.0,NONE,1990,7340,2,7
462000.0,NONE,2060,6958,3,8
775000.0,NONE,1460,6198,2,2
605000.0,NONE,2250,10108,3,5
193500.0,NONE,950,15996,1,2
389950.0,NONE,3140,8060,3,8
790000.0,NONE,3560,6098,3,12
442000.0,AVERAGE,1410,5000,1,2
890000.0,NONE,2770,13500,3,7
235000.0,NONE,1864,6978,2,2
495000.0,AVERAGE,1930,6720,3,5
600000.0,NONE,3870,50965,3,8
251000.0,NONE,1300,8400,2,6
471000.0,NONE,3410,57063,3,7
597000.0,NONE,2370,41338,3,8
804000.0,NONE,2770,9305,4,12
357000.0,NONE,1250,17493,2,5
419990.0,NONE,1690,1689,2,8
725000.0,NONE,3040,35201,3,8
445000.0,NONE,1190,13630,2,7
510000.0,NONE,2300,27566,2,8
330000.0,NONE,1360,13372,3,2
270000.0,NONE,1500,5605,2,2
495000.0,NONE,1610,4770,3,6
225000.0,NONE,1420,10300,3,5
716528.0,NONE,1750,5400,2,4
260000.0,NONE,1510,6095,2,8
471000.0,NONE,2330,9928,3,8
690000.0,AVERAGE,2690,4800,4,12
548000.0,NONE,1700,7200,4,4
505000.0,NONE,1020,5410,2,2
325000.0,NONE,1160,11799,2,2
682000.0,NONE,2450,34092,3,7
605000.0,NONE,2010,10760,2,7
276200.0,NONE,1370,4495,1,5
530000.0,NONE,1370,4040,2,2
245000.0,NONE,1990,9600,2,10
654950.0,NONE,2790,45902,3,8
221900.0,NONE,780,6727,1,2
466000.0,AVERAGE,2240,4508,3,6
383150.0,NONE,2210,6387,2,6
657100.0,NONE,1390,4240,3,2
539000.0,NONE,1800,43995,2,6
400000.0,NONE,3320,15600,5,10
215000.0,NONE,1960,11600,3,8
489000.0,NONE,850,2850,1,2
649000.0,NONE,2980,12764,3,8
700000.0,NONE,1980,10800,3,5
268500.0,NONE,790,8424,1,2
515000.0,NONE,1800,5001,2,8
685000.0,NONE,2260,10800,3,6
305000.0,NONE,800,2142,1,4
950000.0,AVERAGE,2490,4600,3,6
292500.0,NONE,1610,4568,3,8
270000.0,NONE,1850,7730,3,5
450000.0,NONE,1850,7730,3,5
535000.0,NONE,1920,6480,3,2
550000.0,NONE,1740,3082,2,8
457500.0,NONE,1430,2003,2,7
136500.0,NONE,1420,8580,2,4
224097.0,NONE,1420,8580,2,4
254000.0,NONE,1560,10608,2,8
335000.0,NONE,2030,13500,3,7
594950.0,NONE,3280,6553,4,8
350000.0,NONE,1360,18123,2,5
169950.0,NONE,1180,9832,2,2
432500.0,NONE,1940,10800,2,8
440000.0,NONE,1300,4000,1,5
233703.0,NONE,1650,3788,2,7
310000.0,NONE,1140,3292,2,4
735000.0,NONE,2540,6762,2,8
730000.0,NONE,3440,8150,3,9
257000.0,NONE,1800,9000,2,5
485000.0,NONE,1260,1240,1,7
899000.0,AVERAGE,2370,6000,3,7
279000.0,NONE,1520,8055,2,2
225000.0,NONE,1750,7245,3,6
355000.0,NONE,1590,4242,2,8
382500.0,NONE,1560,8700,3,5
324360.0,NONE,2000,9669,2,8
315000.0,NONE,2380,10450,2,5
426000.0,NONE,2230,11472,1,2
395000.0,NONE,2820,6305,4,8
212644.0,NONE,1570,9650,2,2
510000.0,AVERAGE,1845,5100,2,10
85000.0,NONE,830,9000,1,2
235000.0,NONE,830,9000,1,2
295000.0,NONE,2030,5754,3,8
720001.0,NONE,1430,2200,2,8
313950.0,NONE,1510,6083,2,2
415000.0,NONE,1510,6083,2,2
305000.0,NONE,1610,12247,2,5
625000.0,NONE,1600,4128,2,4
490000.0,NONE,1420,11040,2,2
269950.0,NONE,1660,8641,2,6
829000.0,NONE,3310,4500,3,10
635000.0,NONE,2470,77550,3,8
217500.0,NONE,1040,9750,2,2
270000.0,NONE,1850,7350,3,5
480000.0,NONE,2480,5100,3,8
575000.0,AVERAGE,2130,6500,2,5
426950.0,NONE,2350,5589,3,9
125000.0,NONE,920,7314,2,2
208000.0,NONE,920,7314,2,2
325000.0,NONE,1780,10622,3,6
597157.0,NONE,2690,10880,6,14
728725.0,AVERAGE,3010,3120,3,8
708000.0,NONE,3180,10800,4,6
405000.0,NONE,1280,11625,2,2
550000.0,NONE,1690,6090,3,9
451000.0,NONE,2320,5375,3,8
540500.0,NONE,3090,7415,4,13
1030000.0,AVERAGE,5050,16500,4,12
218000.0,NONE,1640,10455,3,2
562000.0,NONE,2170,7007,3,7
401500.0,NONE,3140,94525,3,8
196700.0,NONE,1090,9994,1,2
583000.0,NONE,1930,10183,2,5
309900.0,NONE,2100,17825,4,8
485000.0,NONE,3110,18843,3,10
465000.0,NONE,930,3348,2,2
595000.0,NONE,2050,8372,3,7
254000.0,NONE,1160,7560,2,2
488500.0,NONE,1820,9490,2,9
260000.0,NONE,2110,8990,3,8
166000.0,NONE,870,8487,1,2
440000.0,AVERAGE,1080,6760,1,4
375000.0,NONE,1260,7560,2,6
529500.0,NONE,900,4800,1,2
338000.0,NONE,750,6439,1,2
335620.0,NONE,1800,15903,2,7
464000.0,NONE,2220,15232,3,7
354000.0,NONE,1390,7740,1,2
601000.0,NONE,2160,3600,3,12
285000.0,NONE,1840,9040,2,7
462500.0,NONE,1690,4200,1,6
350000.0,NONE,2650,10459,3,8
329000.0,NONE,1120,3844,3,2
312500.0,NONE,2500,11983,3,8
370000.0,NONE,2220,5338,3,8
399900.0,NONE,1260,12750,2,5
398000.0,NONE,1480,6550,2,2
550500.0,AVERAGE,930,7400,1,4
709000.0,NONE,2780,7200,2,9
402000.0,NONE,2770,7620,4,9
450000.0,NONE,1530,23660,2,4
524000.0,NONE,2140,6720,2,7
800000.0,EXCELLENT,4600,322188,3,9
185000.0,NONE,1760,8906,3,2
365000.0,NONE,1760,8906,3,2
925000.0,NONE,3110,11422,3,8
714000.0,NONE,2260,11781,2,5
495000.0,NONE,1460,9759,2,6
535000.0,NONE,2050,6648,2,7
880000.0,NONE,2340,10800,3,8
150000.0,NONE,1230,8056,2,4
554500.0,NONE,1880,6565,2,7
520000.0,NONE,1280,3880,2,5
839990.0,NONE,3660,5637,3,9
500000.0,NONE,1650,5683,2,8
305000.0,NONE,1960,186872,1,2
247800.0,NONE,1580,2170,2,8
344200.0,NONE,2490,5812,3,8
459950.0,NONE,2000,6107,3,8
229900.0,NONE,1550,9899,3,5
750000.0,FAIR,2820,9602,3,7
509000.0,NONE,2600,9355,3,8
680000.0,EXCELLENT,2200,12137,3,2
661500.0,NONE,2500,7200,4,8
370000.0,NONE,1270,1399,1,2
785000.0,NONE,2900,17400,3,9
355000.0,NONE,840,6720,1,2
446000.0,NONE,1940,6350,3,6
830000.0,NONE,3490,21780,4,12
324000.0,NONE,1940,8347,2,8
500000.0,NONE,2490,23478,3,7
745000.0,NONE,1390,9112,2,2
385000.0,NONE,1760,3710,1,8
465000.0,NONE,2300,7314,3,8
401000.0,NONE,1770,1977,2,11
385000.0,NONE,2310,11200,2,5
395000.0,NONE,2310,4930,2,8
245000.0,NONE,2000,8100,4,4
500000.0,NONE,1540,3600,2,6
334000.0,NONE,2590,6720,4,5
550000.0,NONE,980,10960,2,2
216000.0,NONE,1730,7950,2,2
340500.0,NONE,3070,5871,2,8
375000.0,NONE,2100,12738,3,7
600000.0,GOOD,2080,16740,2,9
375000.0,NONE,1890,8000,3,5
536500.0,NONE,2000,4000,3,5
599900.0,NONE,3030,35123,2,10
750000.0,NONE,1110,3600,1,4
355000.0,NONE,1650,10075,2,2
590000.0,NONE,1410,6413,2,6
680000.0,NONE,2140,6000,1,2
429000.0,NONE,1860,11122,2,8
581000.0,NONE,1170,4080,1,2
463800.0,NONE,980,7770,2,4
443000.0,NONE,1650,3000,4,5
276200.0,NONE,1480,7210,2,8
630000.0,NONE,4060,8309,4,12
570000.0,NONE,1370,3300,2,5
979700.0,AVERAGE,2480,6000,3,7
730000.0,NONE,2030,4080,3,8
268450.0,NONE,2200,9600,4,7
490000.0,NONE,1770,7508,2,5
808000.0,GOOD,2550,6240,2,8
350000.0,NONE,1250,9786,2,2
695000.0,AVERAGE,2390,5880,3,5
309950.0,NONE,1120,11800,0,2
134000.0,NONE,1270,8508,2,2
645500.0,NONE,2390,9638,3,8
750000.0,NONE,1760,5488,2,6
344900.0,NONE,1820,7700,3,5
601450.0,NONE,1840,1500,1,11
575000.0,NONE,1810,4400,3,6
405000.0,FAIR,2470,9620,2,5
518000.0,NONE,2520,14021,3,9
265000.0,NONE,1600,7936,1,2
180000.0,NONE,1280,4875,2,2
285000.0,NONE,1590,9736,2,8
433000.0,NONE,2000,7200,2,9
399000.0,NONE,1780,11440,2,5
565000.0,NONE,1700,7210,2,8
406500.0,NONE,1970,10080,2,4
420000.0,NONE,1940,11500,3,5
965000.0,NONE,3290,5559,3,12
353950.0,NONE,3260,7969,4,7
847700.0,NONE,4230,10260,4,11
185000.0,NONE,1590,6700,4,2
269000.0,NONE,1010,6000,1,4
422800.0,NONE,1820,8400,2,5
379950.0,NONE,870,7500,1,2
525000.0,NONE,1620,7800,2,6
810000.0,AVERAGE,3980,209523,3,12
209950.0,NONE,1630,8400,3,2
439950.0,NONE,1230,1613,2,6
554820.0,AVERAGE,3510,12905,3,6
359000.0,NONE,2160,4500,3,8
242500.0,NONE,1020,5870,2,2
330000.0,NONE,1590,9417,2,5
740000.0,GOOD,3440,44374,2,7
630000.0,NONE,3020,4800,4,2
750000.0,GOOD,2280,7800,2,5
695000.0,NONE,2790,6540,3,8
109000.0,NONE,580,6900,1,0
389000.0,NONE,2030,10075,2,4
447000.0,NONE,850,2700,1,2
315000.0,NONE,1010,12000,2,5
640000.0,NONE,2420,8244,2,8
570000.0,NONE,2180,9246,2,7
495000.0,NONE,1830,208216,2,9
449500.0,NONE,2040,7488,4,9
1080000.0,NONE,2640,5000,3,9
294950.0,NONE,1060,7868,1,2
170500.0,NONE,1640,13939,2,2
312000.0,NONE,1190,7620,3,2
350000.0,NONE,2180,15484,2,8
690000.0,NONE,2120,8448,3,8
375000.0,NONE,2210,9427,3,8
575000.0,NONE,2510,47044,3,8
646000.0,NONE,2500,8500,3,7
239950.0,NONE,1560,4800,2,8
400000.0,NONE,2510,7525,4,8
455000.0,NONE,3060,94089,3,5
240000.0,NONE,1310,8069,2,6
695000.0,NONE,2500,4080,2,6
304950.0,NONE,670,6720,1,2
650000.0,AVERAGE,1840,2310,2,5
402500.0,NONE,1480,2211,2,5
482000.0,NONE,2420,7307,2,8
655000.0,NONE,1820,4480,2,6
577000.0,NONE,1940,5000,4,9
350000.0,NONE,1630,5996,2,8
415000.0,AVERAGE,2520,8000,3,7
396400.0,NONE,2120,215186,3,8
654300.0,NONE,2490,8582,2,8
774950.0,NONE,3410,179419,3,8
855000.0,AVERAGE,2380,10800,3,6
1150000.0,NONE,2490,4000,2,8
330000.0,NONE,1240,1546,1,8
290000.0,NONE,1900,10950,3,7
519500.0,NONE,2390,19454,2,10
450000.0,NONE,1810,12600,2,5
265000.0,NONE,1620,9450,2,2
359000.0,NONE,2640,7883,3,8
1050000.0,AVERAGE,3250,48037,3,8
402500.0,NONE,800,2280,1,2
450000.0,NONE,1360,5445,2,5
262500.0,NONE,1950,8086,4,7
285000.0,NONE,1970,7200,3,7
290000.0,NONE,2020,4861,2,8
752500.0,NONE,2280,6230,1,8
820000.0,NONE,3540,13515,3,9
292000.0,NONE,1560,2740,2,8
213000.0,AVERAGE,750,6089,1,2
400000.0,NONE,2240,7035,3,10
202000.0,NONE,590,5650,0,1
617450.0,NONE,1580,14398,2,6
250000.0,NONE,1040,8000,2,2
405000.0,NONE,1880,10000,4,5
325000.0,NONE,1070,8750,1,2
301350.0,NONE,1860,7440,2,10
425000.0,NONE,1550,7800,1,5
460000.0,NONE,1860,6360,2,2
938000.0,AVERAGE,3090,10940,2,8
348000.0,NONE,1720,8867,2,5
435000.0,NONE,1260,4080,1,2
227950.0,NONE,1120,11430,2,4
425000.0,NONE,1250,5880,1,2
550000.0,NONE,1810,4064,2,6
347500.0,NONE,1890,7053,2,8
397000.0,NONE,2020,6000,3,5
410000.0,NONE,1790,11875,3,5
780000.0,NONE,3190,6776,2,12
476000.0,NONE,1630,3070,2,7
390000.0,NONE,1180,16552,2,5
226500.0,NONE,1560,7000,2,6
495000.0,NONE,1340,2550,2,6
385000.0,NONE,1020,5950,2,2
535950.0,NONE,2370,5344,2,8
910000.0,NONE,3170,32430,3,8
465000.0,NONE,1120,4000,1,2
495000.0,NONE,1440,11787,2,5
250000.0,NONE,2170,5404,3,6
400000.0,NONE,1970,8941,3,7
715000.0,NONE,2780,13521,3,8
342000.0,NONE,2250,7757,2,6
420000.0,NONE,1340,8400,3,5
148226.0,NONE,1400,7360,2,2
313000.0,NONE,1510,10369,2,2
150000.0,NONE,1320,8220,2,2
150000.0,NONE,820,10270,1,2
230000.0,NONE,1080,9435,1,2
389100.0,NONE,840,5400,1,2
645000.0,NONE,2070,8720,3,7
310000.0,NONE,1520,6500,2,2
351358.0,NONE,1210,1189,1,5
850000.0,NONE,1540,3600,2,6
470000.0,NONE,2310,14023,3,8
770000.0,NONE,1870,1900,2,7
366000.0,NONE,1840,11440,2,5
545000.0,NONE,2060,7184,2,8
205000.0,NONE,1010,8800,2,2
405000.0,NONE,1020,8155,1,2
467000.0,NONE,2220,7210,3,8
392500.0,NONE,1050,4125,1,2
901000.0,GOOD,3030,18400,3,9
500000.0,NONE,1800,7199,2,5
384950.0,NONE,1860,3690,2,8
245000.0,NONE,860,6120,1,2
184500.0,NONE,1280,3640,2,4
269000.0,NONE,1540,5000,1,6
570000.0,NONE,1530,3296,2,8
850000.0,NONE,2350,11914,3,5
209000.0,NONE,920,5200,2,2
327000.0,NONE,1840,5100,3,5
369500.0,NONE,1650,9957,2,4
440000.0,NONE,1760,8025,2,5
947500.0,NONE,3290,12329,3,7
510000.0,NONE,1270,4500,1,2
385000.0,NONE,1600,10318,2,6
370000.0,NONE,2670,9920,4,10
660000.0,AVERAGE,1960,4500,3,4
729000.0,AVERAGE,3300,308080,2,15
440000.0,NONE,2000,11880,2,5
445000.0,NONE,2360,81892,3,8
460000.0,NONE,1430,12092,1,2
516000.0,NONE,2330,7304,2,10
343888.0,NONE,2060,5607,3,8
500000.0,NONE,2240,9886,3,5
465000.0,FAIR,2330,6450,4,5
302000.0,NONE,2180,7813,4,7
195000.0,NONE,1280,7861,1,2
640000.0,NONE,2140,8925,2,8
502000.0,NONE,2890,8122,5,8
360000.0,NONE,1480,3851,2,8
290500.0,NONE,1680,3000,3,8
248000.0,NONE,2163,5883,3,10
433000.0,NONE,2280,7568,3,8
480000.0,NONE,820,4200,1,2
410000.0,NONE,1330,5000,2,2
309950.0,NONE,2310,5000,3,9
253000.0,NONE,1290,7372,2,6
280000.0,NONE,1630,11800,2,5
440000.0,NONE,1410,8925,2,2
333000.0,NONE,1240,8936,4,5
759950.0,NONE,3100,23790,2,8
345000.0,NONE,2020,9000,2,7
350000.0,NONE,2500,5831,3,8
198000.0,NONE,790,14200,1,2
730000.0,NONE,2040,11294,2,5
266200.0,NONE,1430,9600,2,4
1060000.0,NONE,2250,10160,3,8
95000.0,NONE,1070,20450,1,2
430000.0,NONE,1300,12731,2,5
650000.0,NONE,2560,9731,3,7
379900.0,NONE,2190,5071,2,8
325000.0,NONE,940,1222,1,4
455000.0,NONE,1740,8449,3,7
392000.0,NONE,2220,3797,3,13
373000.0,NONE,1310,7811,2,5
951250.0,AVERAGE,2710,8227,4,10
502000.0,NONE,1300,14350,2,6
362500.0,NONE,1940,40588,2,6
525000.0,GOOD,1080,3500,1,2
580000.0,NONE,2110,11680,3,8
278000.0,NONE,1590,9425,2,7
422500.0,NONE,910,4800,1,2
783200.0,AVERAGE,1590,5400,3,6
715000.0,NONE,3290,6628,3,8
472217.0,NONE,2010,2212,2,8
244615.0,NONE,2060,4030,2,8
385000.0,NONE,1560,14288,2,5
549995.0,NONE,1120,6600,2,2
959900.0,NONE,3550,15151,3,13
510000.0,NONE,3300,7200,5,16
367000.0,GOOD,2000,12669,2,5
375000.0,NONE,2680,8410,4,10
500000.0,NONE,1290,1334,1,7
489000.0,NONE,1290,1334,1,7
340000.0,NONE,1150,700,2,6
562000.0,NONE,1880,5978,2,5
