,id,price,date,yr_renovated,yr_built,condition,grade,view,waterfront,zipcode,lat,long,cat_waterfront,cat_view,cat_condition,cat_grade,cat_zipcode
13563,9269200150,390000.0,7/15/2014,,1923,3,4,NONE,NO,98126,47.534,-122.376,NO,NONE,Average,7 Average,98126
13564,2623029003,635000.0,12/16/2014,,1955,4,4,2.0,YES,98070,47.459,-122.504,YES,FAIR,Good,7 Average,98070
13565,104560120,304400.0,7/18/2014,,1990,4,4,NONE,NO,98023,47.3075,-122.359,NO,NONE,Good,7 Average,98023
13567,2622029072,520000.0,10/1/2014,,1974,5,5,NONE,NO,98070,47.3652,-122.504,NO,NONE,Very Good,8 Good,98070
13568,5101406375,580000.0,3/19/2015,,1978,3,4,NONE,NO,98125,47.7019,-122.313,NO,NONE,Average,7 Average,98125
13569,2698200210,274000.0,9/8/2014,,1981,3,4,NONE,NO,98055,47.4333,-122.194,NO,NONE,Average,7 Average,98055
13570,1328340120,315000.0,2/9/2015,,1980,3,4,NONE,NO,98058,47.4418,-122.136,NO,NONE,Average,7 Average,98058
13571,2380000040,390000.0,8/6/2014,,1971,4,5,NONE,NO,98042,47.3932,-122.12,NO,NONE,Good,8 Good,98042
13572,5490700085,340000.0,9/11/2014,,1956,3,4,NONE,NO,98155,47.7694,-122.321,NO,NONE,Average,7 Average,98155
13573,1226059101,502000.0,7/1/2014,,1983,4,5,NONE,NO,98072,47.7523,-122.117,NO,NONE,Good,8 Good,98072
13574,1081200360,260000.0,8/6/2014,,1968,3,5,NONE,NO,98059,47.4713,-122.117,NO,NONE,Average,8 Good,98059
13575,148000450,399000.0,5/30/2014,1955.0,1911,4,3,NONE,NO,98116,47.5756,-122.414,NO,NONE,Good,6 Low Average,98116
13576,7831800395,312500.0,5/15/2014,,1919,3,4,NONE,NO,98106,47.5341,-122.358,NO,NONE,Average,7 Average,98106
13577,4024101395,370000.0,5/13/2014,,1951,5,4,NONE,NO,98155,47.7596,-122.304,NO,NONE,Very Good,7 Average,98155
13579,2337000150,230000.0,2/20/2015,,1967,3,5,NONE,NO,98023,47.3352,-122.344,NO,NONE,Average,8 Good,98023
13581,7899800120,294350.0,8/20/2014,,1925,3,3,NONE,NO,98106,47.5238,-122.355,NO,NONE,Average,6 Low Average,98106
13582,425000175,208950.0,10/13/2014,,1956,4,2,NONE,NO,98056,47.4983,-122.172,NO,NONE,Good,5 Fair,98056
13583,8682262260,515000.0,11/6/2014,,2005,3,5,NONE,NO,98053,47.7173,-122.034,NO,NONE,Average,8 Good,98053
13586,1279300085,654500.0,3/18/2015,,1947,3,5,NONE,NO,98115,47.6761,-122.297,NO,NONE,Average,8 Good,98115
13587,1081300450,364000.0,8/14/2014,,1969,4,5,NONE,NO,98059,47.472,-122.119,NO,NONE,Good,8 Good,98059
13588,8698600395,150000.0,3/24/2015,,1951,3,4,NONE,NO,98002,47.3063,-122.219,NO,NONE,Average,7 Average,98002
13589,5381000072,349950.0,5/14/2014,,2005,3,5,NONE,NO,98188,47.4524,-122.284,NO,NONE,Average,8 Good,98188
13590,2877103111,585000.0,8/25/2014,,1912,4,4,NONE,NO,98117,47.678,-122.36,NO,NONE,Good,7 Average,98117
13592,2724079061,610000.0,10/10/2014,,1992,3,4,NONE,NO,98024,47.5297,-121.901,NO,NONE,Average,7 Average,98024
13593,1843100610,382000.0,5/21/2014,,1990,4,5,NONE,N/A,98042,47.3734,-122.124,,NONE,Good,8 Good,98042
13594,120069003,495000.0,12/1/2014,,1980,3,6,3.0,NO,98022,47.2527,-121.98,NO,AVERAGE,Average,9 Better,98022
13595,3226049401,447500.0,11/3/2014,,1953,3,5,NONE,NO,98115,47.6934,-122.328,NO,NONE,Average,8 Good,98115
13596,259800610,575000.0,2/20/2015,,1966,4,4,NONE,NO,98008,47.6297,-122.117,NO,NONE,Good,7 Average,98008
13597,635000145,565000.0,10/7/2014,,1907,4,4,3.0,NO,98144,47.5994,-122.287,NO,AVERAGE,Good,7 Average,98144
13598,3764800540,348580.0,5/22/2014,,1966,3,4,NONE,N/A,98034,47.7317,-122.201,,NONE,Average,7 Average,98034
13599,6672700120,459000.0,10/16/2014,,1978,2,5,NONE,NO,98052,47.6622,-122.145,NO,NONE,Fair,8 Good,98052
13600,2126079124,375000.0,4/2/2015,,1988,2,4,3.0,NO,98019,47.7216,-121.907,NO,AVERAGE,Fair,7 Average,98019
13601,2331550120,310000.0,9/4/2014,,1999,3,4,NONE,NO,98030,47.3817,-122.204,NO,NONE,Average,7 Average,98030
13602,2190600243,210000.0,11/18/2014,,1964,4,4,NONE,NO,98003,47.2878,-122.297,NO,NONE,Good,7 Average,98003
13603,7853340330,384205.0,9/11/2014,,2014,3,5,NONE,NO,98065,47.5164,-121.877,NO,NONE,Average,8 Good,98065
13604,3185600040,180000.0,5/22/2014,,1922,3,4,NONE,NO,98055,47.4866,-122.219,NO,NONE,Average,7 Average,98055
13605,3185600040,310000.0,12/24/2014,,1922,3,4,NONE,N/A,98055,47.4866,-122.219,,NONE,Average,7 Average,98055
13606,253600180,427500.0,2/3/2015,,2000,3,4,NONE,NO,98028,47.776,-122.24,NO,NONE,Average,7 Average,98028
13609,9542830540,339950.0,3/3/2015,,2010,3,4,NONE,NO,98038,47.3655,-122.018,NO,NONE,Average,7 Average,98038
13611,8682291970,398000.0,9/24/2014,,2006,3,5,NONE,NO,98053,47.7193,-122.024,NO,NONE,Average,8 Good,98053
13612,5561300540,492000.0,6/2/2014,,1978,4,5,NONE,NO,98027,47.4669,-122.003,NO,NONE,Good,8 Good,98027
13613,2722049092,240000.0,1/8/2015,,1950,4,5,NONE,NO,98032,47.3581,-122.288,NO,NONE,Good,8 Good,98032
13614,5469502380,599950.0,6/9/2014,,1991,3,7,3.0,NO,98042,47.3804,-122.163,NO,AVERAGE,Average,10 Very Good,98042
13615,2023049218,105500.0,7/16/2014,,1932,1,2,NONE,NO,98148,47.4611,-122.324,NO,NONE,Poor,5 Fair,98148
13616,2023049218,445000.0,3/16/2015,,1932,1,2,NONE,NO,98148,47.4611,-122.324,NO,NONE,Poor,5 Fair,98148
13617,1920079103,390500.0,9/11/2014,,1966,5,4,NONE,NO,98022,47.2079,-121.967,NO,NONE,Very Good,7 Average,98022
13618,7760400210,255000.0,2/24/2015,,1994,3,4,NONE,NO,98042,47.3697,-122.075,NO,NONE,Average,7 Average,98042
13619,8078390150,675750.0,6/26/2014,,1989,3,6,NONE,NO,98029,47.5748,-122.018,NO,NONE,Average,9 Better,98029
13621,5104520720,353500.0,9/30/2014,,2004,3,4,NONE,NO,98038,47.3512,-122.006,NO,NONE,Average,7 Average,98038
13623,7852020620,563500.0,3/3/2015,,1999,3,5,NONE,NO,98065,47.5341,-121.866,NO,NONE,Average,8 Good,98065
13624,5249803010,439000.0,1/21/2015,,1942,3,4,NONE,NO,98118,47.56100000000001,-122.272,NO,NONE,Average,7 Average,98118
13626,7853302110,469900.0,4/6/2015,,2007,3,4,NONE,NO,98065,47.5415,-121.884,NO,NONE,Average,7 Average,98065
13627,7304300905,252000.0,4/23/2015,,1947,3,3,NONE,NO,98155,47.7469,-122.319,NO,NONE,Average,6 Low Average,98155
13628,6119200085,495000.0,6/12/2014,2009.0,1955,4,4,NONE,NO,98166,47.441,-122.342,NO,NONE,Good,7 Average,98166
13629,622049106,570000.0,12/2/2014,,1964,3,5,NONE,NO,98166,47.4223,-122.343,NO,NONE,Average,8 Good,98166
13630,1624049275,327000.0,8/12/2014,,1999,3,4,NONE,NO,98144,47.5704,-122.294,NO,NONE,Average,7 Average,98144
13632,1329500120,300000.0,1/9/2015,,2003,3,5,NONE,NO,98001,47.3155,-122.266,NO,NONE,Average,8 Good,98001
13633,7504400620,418500.0,4/13/2015,,1978,3,5,NONE,NO,98074,47.6254,-122.05,NO,NONE,Average,8 Good,98074
13634,8029550180,450000.0,3/25/2015,,2001,3,4,NONE,NO,98056,47.5118,-122.194,NO,NONE,Average,7 Average,98056
13635,5072200040,403000.0,5/2/2014,,1957,5,5,3.0,NO,98166,47.4419,-122.34,NO,AVERAGE,Very Good,8 Good,98166
13636,6141100330,440000.0,6/12/2014,,1926,4,4,NONE,NO,98133,47.7185,-122.354,NO,NONE,Good,7 Average,98133
13637,7131300063,350000.0,4/29/2015,,1965,3,4,NONE,NO,98118,47.5166,-122.266,NO,NONE,Average,7 Average,98118
13638,2807100155,240000.0,5/15/2014,,1948,3,3,NONE,NO,98133,47.7634,-122.34,NO,NONE,Average,6 Low Average,98133
13639,1819800286,460000.0,6/16/2014,,1919,4,3,NONE,NO,98107,47.65600000000001,-122.359,NO,NONE,Good,6 Low Average,98107
13641,7749500970,267500.0,2/26/2015,,1976,4,4,NONE,NO,98092,47.2942,-122.19,NO,NONE,Good,7 Average,98092
13642,3599600150,201000.0,9/4/2014,,1972,4,4,NONE,NO,98001,47.2633,-122.245,NO,NONE,Good,7 Average,98001
13643,7853310720,479500.0,6/17/2014,,2008,3,5,NONE,N/A,98065,47.5216,-121.878,,NONE,Average,8 Good,98065
13644,4239410220,210000.0,4/2/2015,,1978,4,4,NONE,NO,98092,47.3187,-122.182,NO,NONE,Good,7 Average,98092
13645,9136103027,445000.0,6/8/2014,,1915,3,4,NONE,NO,98103,47.6653,-122.338,NO,NONE,Average,7 Average,98103
13646,3432501415,265000.0,7/14/2014,,1952,3,4,NONE,NO,98155,47.7479,-122.318,NO,NONE,Average,7 Average,98155
13647,3432501415,399000.0,11/11/2014,,1952,3,4,NONE,NO,98155,47.7479,-122.318,NO,NONE,Average,7 Average,98155
13650,9478500770,360000.0,4/3/2015,,2009,3,4,NONE,NO,98042,47.367,-122.115,NO,NONE,Average,7 Average,98042
13651,6388920410,655000.0,4/23/2015,,1990,3,6,NONE,NO,98056,47.528,-122.171,NO,NONE,Average,9 Better,98056
13652,3579800180,449950.0,5/4/2015,,1958,4,4,NONE,N/A,98034,47.7325,-122.242,,NONE,Good,7 Average,98034
13653,8860300220,612000.0,4/29/2015,,1975,3,5,NONE,NO,98052,47.6875,-122.122,NO,NONE,Average,8 Good,98052
13654,1823069287,575000.0,7/29/2014,,2001,3,5,NONE,NO,98059,47.4785,-122.095,NO,NONE,Average,8 Good,98059
13655,8854000410,557000.0,2/12/2015,,1995,3,6,NONE,NO,98011,47.7453,-122.213,NO,NONE,Average,9 Better,98011
13656,3344500183,375000.0,1/28/2015,,1943,5,3,2.0,NO,98056,47.511,-122.197,NO,FAIR,Very Good,6 Low Average,98056
13657,2891400410,369000.0,2/27/2015,,1969,4,4,NONE,NO,98092,47.2838,-122.006,NO,NONE,Good,7 Average,98092
13658,7129800063,330000.0,4/20/2015,,1966,4,4,NONE,NO,98118,47.5149,-122.263,NO,NONE,Good,7 Average,98118
13660,1931300815,550000.0,3/26/2015,,1910,4,4,NONE,NO,98103,47.6569,-122.348,NO,NONE,Good,7 Average,98103
13661,6163900333,338000.0,11/10/2014,,1947,4,4,NONE,NO,98155,47.7623,-122.317,NO,NONE,Good,7 Average,98155
13663,2122700120,235000.0,8/20/2014,,1966,3,4,NONE,NO,98118,47.5215,-122.275,NO,NONE,Average,7 Average,98118
13664,2291401115,349950.0,11/25/2014,,1918,4,3,NONE,NO,98133,47.7055,-122.348,NO,NONE,Good,6 Low Average,98133
13665,7229100040,300000.0,7/29/2014,,1963,5,4,NONE,N/A,98058,47.4495,-122.17,,NONE,Very Good,7 Average,98058
13666,3204800040,431000.0,11/3/2014,,1967,5,4,NONE,NO,98056,47.5375,-122.175,NO,NONE,Very Good,7 Average,98056
13667,8092700220,280000.0,4/11/2015,,1975,4,4,NONE,NO,98042,47.3657,-122.113,NO,NONE,Good,7 Average,98042
13668,7503800210,295000.0,3/26/2015,,2011,3,4,NONE,NO,98023,47.2957,-122.357,NO,NONE,Average,7 Average,98023
13669,2781250150,445000.0,4/23/2015,,2003,3,4,NONE,NO,98038,47.3499,-122.027,NO,NONE,Average,7 Average,98038
13670,2024089011,550000.0,8/26/2014,,1900,3,4,NONE,NO,98065,47.5519,-121.803,NO,NONE,Average,7 Average,98065
13671,2427910040,515000.0,8/26/2014,,2003,3,6,NONE,N/A,98024,47.5666,-121.907,,NONE,Average,9 Better,98024
13672,3123059107,555000.0,5/20/2014,,1987,4,6,NONE,NO,98055,47.4326,-122.208,NO,NONE,Good,9 Better,98055
13673,7211400506,265000.0,9/8/2014,,2006,3,4,NONE,NO,98146,47.5132,-122.358,NO,NONE,Average,7 Average,98146
13674,8129700085,597000.0,9/24/2014,,1921,5,5,NONE,N/A,98103,47.6605,-122.355,,NONE,Very Good,8 Good,98103
13675,3271301175,661000.0,8/15/2014,,1939,4,4,NONE,NO,98199,47.6501,-122.409,NO,NONE,Good,7 Average,98199
13676,7203101970,362764.0,7/15/2014,,2008,3,4,NONE,NO,98053,47.69600000000001,-122.026,NO,NONE,Average,7 Average,98053
13677,1787600146,427000.0,8/21/2014,,1950,3,5,NONE,NO,98125,47.7258,-122.326,NO,NONE,Average,8 Good,98125
13678,5255200220,405000.0,12/5/2014,,1965,3,4,NONE,NO,98011,47.7691,-122.199,NO,NONE,Average,7 Average,98011
13679,937000330,157000.0,12/24/2014,,1960,3,4,NONE,NO,98198,47.4211,-122.29,NO,NONE,Average,7 Average,98198
13680,937000330,246500.0,3/19/2015,,1960,3,4,NONE,NO,98198,47.4211,-122.29,NO,NONE,Average,7 Average,98198
13681,6817800730,386500.0,1/8/2015,,1984,3,4,NONE,N/A,98074,47.6351,-122.033,,NONE,Average,7 Average,98074
13682,1898900040,300000.0,6/6/2014,,1999,3,5,NONE,NO,98023,47.3025,-122.39,NO,NONE,Average,8 Good,98023
13683,9264901510,240000.0,11/7/2014,,1978,3,5,NONE,NO,98023,47.3109,-122.339,NO,NONE,Average,8 Good,98023
13685,1645000097,249000.0,8/9/2014,,1964,4,4,NONE,NO,98022,47.209,-122.005,NO,NONE,Good,7 Average,98022
13686,2923501020,580000.0,9/29/2014,,1977,3,5,NONE,NO,98027,47.5659,-122.089,NO,NONE,Average,8 Good,98027
13688,2621760360,333000.0,9/26/2014,,1997,3,5,NONE,NO,98042,47.3703,-122.107,NO,NONE,Average,8 Good,98042
13689,5702380730,230000.0,8/23/2014,,1992,3,4,NONE,N/A,98022,47.1936,-121.981,,NONE,Average,7 Average,98022
13690,1604601855,360500.0,2/13/2015,,1974,3,3,4.0,NO,98118,47.5658,-122.291,NO,GOOD,Average,6 Low Average,98118
13691,6777800150,265000.0,7/22/2014,,1962,3,5,NONE,NO,98032,47.3745,-122.276,NO,NONE,Average,8 Good,98032
13692,1563103040,490000.0,10/25/2014,,1941,3,4,NONE,NO,98116,47.5666,-122.403,NO,NONE,Average,7 Average,98116
13693,7550800736,600000.0,5/6/2015,,1925,2,4,NONE,NO,98107,47.6749,-122.398,NO,NONE,Fair,7 Average,98107
13694,1138000410,307500.0,9/15/2014,,1969,3,4,NONE,N/A,98034,47.7133,-122.213,,NONE,Average,7 Average,98034
13695,7555220150,670000.0,12/17/2014,,1976,3,5,NONE,NO,98033,47.6497,-122.194,NO,NONE,Average,8 Good,98033
13696,3021059197,247200.0,10/21/2014,1967.0,1922,4,4,NONE,NO,98002,47.2782,-122.212,NO,NONE,Good,7 Average,98002
13698,4039500610,440000.0,8/20/2014,,1961,4,4,NONE,NO,98008,47.6073,-122.127,NO,NONE,Good,7 Average,98008
13699,3904910610,700000.0,5/6/2015,,1987,3,5,NONE,NO,98029,47.567,-122.016,NO,NONE,Average,8 Good,98029
13701,2600100180,555000.0,10/20/2014,,1978,3,5,NONE,NO,98006,47.5523,-122.162,NO,NONE,Average,8 Good,98006
13703,7575500040,180000.0,12/12/2014,,1990,4,3,NONE,N/A,98022,47.1955,-121.999,,NONE,Good,6 Low Average,98022
13705,5125400385,220000.0,8/5/2014,,1938,4,3,NONE,NO,98002,47.32899999999999,-122.219,NO,NONE,Good,6 Low Average,98002
13706,7811100230,650000.0,7/24/2014,,1967,4,6,NONE,NO,98005,47.5921,-122.155,NO,NONE,Good,9 Better,98005
13707,6608500220,410000.0,12/24/2014,,1961,4,4,NONE,NO,98033,47.7012,-122.169,NO,NONE,Good,7 Average,98033
13708,705730180,339995.0,10/21/2014,,2000,3,4,NONE,N/A,98038,47.3775,-122.022,,NONE,Average,7 Average,98038
13710,238000201,440000.0,7/23/2014,,1929,4,4,NONE,N/A,98188,47.4327,-122.283,,NONE,Good,7 Average,98188
13711,4365700330,275000.0,7/30/2014,2006.0,1923,3,3,NONE,NO,98106,47.5224,-122.36,NO,NONE,Average,6 Low Average,98106
13713,1099750610,231500.0,7/10/2014,,1973,4,4,NONE,NO,98023,47.3076,-122.377,NO,NONE,Good,7 Average,98023
13714,3123089010,472000.0,12/29/2014,,2004,3,6,NONE,N/A,98045,47.4291,-121.842,,NONE,Average,9 Better,98045
13716,1423049029,265000.0,3/6/2015,,1955,3,4,NONE,NO,98178,47.4861,-122.251,NO,NONE,Average,7 Average,98178
13717,1703900155,325000.0,11/13/2014,,1948,3,4,NONE,NO,98118,47.5543,-122.273,NO,NONE,Average,7 Average,98118
13718,1397300120,364500.0,7/29/2014,,1954,5,4,NONE,NO,98133,47.7508,-122.352,NO,NONE,Very Good,7 Average,98133
13719,7304301085,322500.0,1/29/2015,,1947,3,3,NONE,NO,98155,47.7473,-122.32,NO,NONE,Average,6 Low Average,98155
13720,603001020,338900.0,4/16/2015,,1929,3,4,NONE,NO,98118,47.5226,-122.284,NO,NONE,Average,7 Average,98118
13723,4475800065,459950.0,6/13/2014,1934.0,1919,5,3,3.0,NO,98166,47.4648,-122.363,NO,AVERAGE,Very Good,6 Low Average,98166
13724,4305500180,584950.0,10/14/2014,,2009,3,6,NONE,NO,98059,47.4813,-122.129,NO,NONE,Average,9 Better,98059
13725,9269750220,252000.0,12/23/2014,,1987,3,4,NONE,NO,98023,47.2837,-122.358,NO,NONE,Average,7 Average,98023
13726,6802210330,270000.0,4/29/2015,,1992,3,4,NONE,NO,98022,47.1943,-121.991,NO,NONE,Average,7 Average,98022
13729,1895450230,325000.0,2/18/2015,,2004,3,5,NONE,NO,98023,47.2924,-122.357,NO,,Average,8 Good,98023
13731,3582750120,409000.0,7/15/2014,,1974,4,5,NONE,NO,98028,47.753,-122.252,NO,NONE,Good,8 Good,98028
13732,3319500385,400000.0,6/16/2014,,1947,3,4,NONE,NO,98144,47.6003,-122.306,NO,NONE,Average,7 Average,98144
13733,2783100230,530000.0,5/12/2015,,1962,5,4,NONE,N/A,98133,47.7567,-122.333,,NONE,Very Good,7 Average,98133
13734,1238501098,580000.0,3/13/2015,,1987,3,4,NONE,NO,98033,47.68600000000001,-122.185,NO,NONE,Average,7 Average,98033
13735,8562900180,491300.0,5/9/2014,,1987,4,4,2.0,N/A,98074,47.6099,-122.058,,FAIR,Good,7 Average,98074
13736,7140200450,272000.0,12/31/2014,,1980,4,4,NONE,N/A,98030,47.3703,-122.171,,NONE,Good,7 Average,98030
13737,220069106,599950.0,4/1/2015,,1985,3,6,5.0,NO,98022,47.2498,-122.003,NO,EXCELLENT,Average,9 Better,98022
13738,3905040040,464000.0,2/26/2015,,1992,3,5,NONE,NO,98029,47.5704,-121.999,NO,NONE,Average,8 Good,98029
13739,3797000330,471001.0,6/23/2014,,1905,5,4,NONE,NO,98103,47.6867,-122.349,NO,NONE,Very Good,7 Average,98103
13740,6669150530,230000.0,11/17/2014,,1980,3,4,NONE,NO,98031,47.4062,-122.174,NO,NONE,Average,7 Average,98031
13741,3298200620,358000.0,7/14/2014,,1959,4,3,NONE,NO,98008,47.6195,-122.12,NO,NONE,Good,6 Low Average,98008
13742,8024202170,510000.0,8/20/2014,,1929,3,4,NONE,NO,98115,47.6979,-122.31,NO,NONE,Average,7 Average,98115
13743,1788900230,86500.0,7/22/2014,,1960,3,3,NONE,NO,98023,47.3277,-122.341,NO,NONE,Average,6 Low Average,98023
13744,1788900230,199950.0,4/3/2015,,1960,3,3,NONE,NO,98023,47.3277,-122.341,NO,NONE,Average,6 Low Average,98023
13747,458000065,542000.0,9/23/2014,,1928,4,4,NONE,NO,98117,47.6885,-122.376,NO,NONE,Good,7 Average,98117
13748,123039604,102500.0,7/1/2014,,1937,3,2,NONE,NO,98106,47.514,-122.359,NO,NONE,Average,5 Fair,98106
13750,4039800180,625000.0,12/22/2014,,1977,4,5,NONE,NO,98008,47.6142,-122.107,NO,NONE,Good,8 Good,98008
13751,7304301005,350000.0,5/23/2014,,1947,4,4,NONE,NO,98155,47.7467,-122.321,NO,NONE,Good,7 Average,98155
13752,7899800915,216000.0,2/9/2015,,1918,3,3,NONE,NO,98106,47.5224,-122.357,NO,NONE,Average,6 Low Average,98106
13753,164000271,340000.0,9/5/2014,,1946,3,4,NONE,NO,98133,47.7294,-122.353,NO,NONE,Average,7 Average,98133
13754,7010700976,505000.0,11/14/2014,,1908,3,4,NONE,NO,98199,47.6604,-122.396,NO,NONE,Average,7 Average,98199
13755,6699300330,372000.0,5/13/2015,,2003,3,5,NONE,NO,98001,47.3161,-122.27,NO,NONE,Average,8 Good,98001
13756,8732020770,263850.0,9/4/2014,,1978,4,5,NONE,NO,98023,47.313,-122.388,NO,NONE,Good,8 Good,98023
13758,5104450720,325000.0,11/19/2014,,1987,3,5,NONE,NO,98058,47.46100000000001,-122.148,NO,NONE,Average,8 Good,98058
13759,2113200065,289000.0,10/27/2014,,1924,3,3,NONE,N/A,98106,47.5323,-122.355,,NONE,Average,6 Low Average,98106
13760,4027700799,364000.0,2/26/2015,,1987,3,4,NONE,NO,98028,47.77,-122.265,NO,NONE,Average,7 Average,98028
13761,3902310210,610000.0,8/22/2014,,1980,5,5,NONE,NO,98033,47.6909,-122.186,NO,NONE,Very Good,8 Good,98033
13762,9283800230,531500.0,6/25/2014,1972.0,1958,4,5,NONE,NO,98010,47.3343,-122.044,NO,NONE,Good,8 Good,98010
13763,114100234,402500.0,4/30/2015,,1979,3,5,NONE,NO,98028,47.7668,-122.243,NO,NONE,Average,8 Good,98028
13764,7625703065,375000.0,6/4/2014,,1922,4,2,NONE,NO,98136,47.5479,-122.384,NO,NONE,Good,5 Fair,98136
13765,427000065,537500.0,1/26/2015,,1979,5,5,NONE,NO,98118,47.5384,-122.276,NO,NONE,Very Good,8 Good,98118
13766,7844200040,375000.0,7/31/2014,,1962,3,5,NONE,NO,98188,47.4294,-122.292,NO,NONE,Average,8 Good,98188
13767,9315300230,293550.0,8/20/2014,,1979,4,4,NONE,NO,98198,47.4138,-122.317,NO,NONE,Good,7 Average,98198
13768,1774200230,585000.0,1/20/2015,,1976,3,5,NONE,NO,98077,47.7642,-122.098,NO,NONE,Average,8 Good,98077
13769,2781250530,225000.0,8/12/2014,,2003,3,3,NONE,NO,98038,47.3492,-122.025,NO,NONE,Average,6 Low Average,98038
13770,7796600085,185000.0,1/8/2015,,1957,3,4,NONE,NO,98146,47.4887,-122.344,NO,NONE,Average,7 Average,98146
13771,3205400150,402000.0,6/17/2014,,1968,3,4,NONE,NO,98034,47.7212,-122.179,NO,NONE,Average,7 Average,98034
13772,2207200455,585000.0,4/9/2015,,1963,3,4,NONE,NO,98007,47.6003,-122.132,NO,NONE,Average,7 Average,98007
13773,9523100458,549000.0,6/17/2014,,2006,3,6,NONE,NO,98103,47.6654,-122.355,NO,NONE,Average,9 Better,98103
13775,3840700593,345000.0,4/6/2015,,1967,3,4,NONE,NO,98034,47.7119,-122.233,NO,NONE,Average,7 Average,98034
13776,1683800120,302500.0,11/17/2014,,1963,4,4,NONE,NO,98198,47.3825,-122.31,NO,NONE,Good,7 Average,98198
13777,2722059183,218500.0,10/14/2014,,1964,4,4,NONE,NO,98042,47.36,-122.164,NO,NONE,Good,7 Average,98042
13779,8651400730,191000.0,4/28/2015,,1969,5,3,NONE,N/A,98042,47.3607,-122.085,,NONE,Very Good,6 Low Average,98042
13780,7302000120,695000.0,6/10/2014,,2001,3,6,NONE,NO,98053,47.6498,-121.964,NO,NONE,Average,9 Better,98053
13781,797000258,350000.0,4/2/2015,,1947,3,4,NONE,NO,98168,47.5102,-122.324,NO,NONE,Average,7 Average,98168
13782,9100000040,480000.0,8/7/2014,,1979,4,4,NONE,NO,98136,47.5563,-122.392,NO,NONE,Good,7 Average,98136
13783,8651441520,220000.0,3/2/2015,,1977,4,3,NONE,N/A,98042,47.363,-122.094,,NONE,Good,6 Low Average,98042
13784,6843310120,535000.0,10/29/2014,,1977,3,4,NONE,NO,98075,47.5921,-122.013,NO,NONE,Average,7 Average,98075
13786,9144100206,592000.0,11/25/2014,,1940,5,5,NONE,NO,98117,47.6981,-122.374,NO,NONE,Very Good,8 Good,98117
13788,4307330120,320000.0,9/17/2014,,2003,3,4,NONE,NO,98056,47.4794,-122.182,NO,NONE,Average,7 Average,98056
13790,1939120540,640000.0,7/22/2014,,1990,4,6,NONE,NO,98074,47.6271,-122.028,NO,NONE,Good,9 Better,98074
13791,421000455,253200.0,5/2/2015,,1953,4,2,NONE,NO,98056,47.4945,-122.166,NO,NONE,Good,5 Fair,98056
13792,6600790210,228000.0,7/16/2014,,1954,3,4,NONE,NO,98030,47.3792,-122.198,NO,NONE,Average,7 Average,98030
13793,1771000540,325000.0,11/4/2014,,1968,4,4,NONE,N/A,98077,47.7431,-122.073,,NONE,Good,7 Average,98077
13794,5561300730,530000.0,6/5/2014,,1973,3,5,NONE,NO,98027,47.4683,-122.008,NO,NONE,Average,8 Good,98027
13795,9542830210,300000.0,2/11/2015,,2011,3,4,NONE,NO,98038,47.3666,-122.019,NO,NONE,Average,7 Average,98038
13796,263000155,418000.0,5/5/2014,,1930,4,4,NONE,NO,98103,47.6994,-122.347,NO,NONE,Good,7 Average,98103
13797,4058801575,415000.0,12/17/2014,,1955,3,5,5.0,NO,98178,47.508,-122.244,NO,EXCELLENT,Average,8 Good,98178
13798,7852150120,384000.0,5/20/2014,,2003,3,4,NONE,N/A,98065,47.5327,-121.871,,NONE,Average,7 Average,98065
13799,2095500040,325000.0,6/13/2014,,1997,3,5,NONE,NO,98030,47.3658,-122.176,NO,NONE,Average,8 Good,98030
13800,8832900120,600000.0,12/22/2014,,1955,3,5,3.0,NO,98028,47.7588,-122.27,NO,AVERAGE,Average,8 Good,98028
13802,3530430155,168000.0,5/30/2014,,1976,4,5,NONE,N/A,98198,47.3804,-122.318,,NONE,Good,8 Good,98198
13803,2225039081,405000.0,10/20/2014,,1943,3,4,NONE,NO,98199,47.6465,-122.404,NO,NONE,Average,7 Average,98199
13804,7923300230,479000.0,5/4/2015,,1956,4,4,NONE,NO,98007,47.5942,-122.136,NO,NONE,Good,7 Average,98007
13805,8021701115,549000.0,8/26/2014,,1915,5,4,NONE,NO,98103,47.6913,-122.333,NO,NONE,Very Good,7 Average,98103
13806,5515600087,215000.0,12/9/2014,,1967,3,4,NONE,NO,98001,47.3185,-122.29,NO,NONE,Average,7 Average,98001
13807,952006680,550000.0,1/29/2015,,1940,3,4,3.0,NO,98116,47.5623,-122.384,NO,AVERAGE,Average,7 Average,98116
13808,6411600043,389000.0,7/2/2014,,1927,4,4,NONE,NO,98133,47.7125,-122.332,NO,NONE,Good,7 Average,98133
13809,1523089266,447500.0,7/22/2014,,1990,3,5,NONE,NO,98045,47.4829,-121.766,NO,NONE,Average,8 Good,98045
13810,866400040,540000.0,10/13/2014,,2009,3,5,NONE,NO,98034,47.7271,-122.228,NO,NONE,Average,8 Good,98034
13811,8092500150,273500.0,4/28/2015,,1983,2,4,NONE,NO,98042,47.3683,-122.109,NO,NONE,Fair,7 Average,98042
13812,5637200450,257000.0,10/17/2014,,2002,3,6,NONE,N/A,98059,47.4887,-122.145,,NONE,Average,9 Better,98059
13813,5126400230,199000.0,5/24/2014,,1943,5,3,NONE,NO,98058,47.4763,-122.177,NO,NONE,Very Good,6 Low Average,98058
